Node-Id,Node-Title,authorityCentrality-1-Meta Network,authorityCentrality-1-Meta Network-unscaled,authorityCentrality-2-Meta Network,authorityCentrality-2-Meta Network-unscaled,betweennessCentrality-1-Meta Network,betweennessCentrality-1-Meta Network-unscaled,betweennessCentrality-2-Meta Network,betweennessCentrality-2-Meta Network-unscaled,betweennessCentrality-3-Meta Network,betweennessCentrality-3-Meta Network-unscaled,bonacichPowerCentrality-1-Meta Network,bonacichPowerCentrality-1-Meta Network-unscaled,bonacichPowerCentrality-2-Meta Network,bonacichPowerCentrality-2-Meta Network-unscaled,closenessCentrality-1-Meta Network,closenessCentrality-1-Meta Network-unscaled,closenessCentrality-2-Meta Network,closenessCentrality-2-Meta Network-unscaled,closenessCentrality-3-Meta Network,closenessCentrality-3-Meta Network-unscaled,contributionCentrality-1-Meta Network,contributionCentrality-1-Meta Network-unscaled,contributionCentrality-2-Meta Network,contributionCentrality-2-Meta Network-unscaled,eccentricityCentrality-1-Meta Network,eccentricityCentrality-2-Meta Network,eccentricityCentrality-3-Meta Network,egoBetweennessCentrality-1-Meta Network,egoBetweennessCentrality-2-Meta Network,eigenvectorCentrality-1-Meta Network,eigenvectorCentrality-1-Meta Network-unscaled,eigenvectorCentrality-2-Meta Network,eigenvectorCentrality-2-Meta Network-unscaled,exponentialRankCentrality-1-Meta Network,exponentialRankCentrality-1-Meta Network-unscaled,exponentialRankCentrality-2-Meta Network,exponentialRankCentrality-2-Meta Network-unscaled,hubCentrality-1-Meta Network,hubCentrality-1-Meta Network-unscaled,hubCentrality-2-Meta Network,hubCentrality-2-Meta Network-unscaled,inClosenessCentrality-1-Meta Network,inClosenessCentrality-1-Meta Network-unscaled,inClosenessCentrality-2-Meta Network,inClosenessCentrality-2-Meta Network-unscaled,inClosenessCentrality-3-Meta Network,inClosenessCentrality-3-Meta Network-unscaled,inDegreeCentrality-1-Meta Network,inDegreeCentrality-1-Meta Network-unscaled,inDegreeCentrality-2-Meta Network,inDegreeCentrality-2-Meta Network-unscaled,inDegreeCentrality-3-Meta Network,inDegreeCentrality-3-Meta Network-unscaled,inDegreeCentrality-4-Meta Network,inDegreeCentrality-4-Meta Network-unscaled,inInverseClosenessCentrality-1-Meta Network,inInverseClosenessCentrality-1-Meta Network-unscaled,inInverseClosenessCentrality-2-Meta Network,inInverseClosenessCentrality-2-Meta Network-unscaled,inInverseClosenessCentrality-3-Meta Network,inInverseClosenessCentrality-3-Meta Network-unscaled,informationCentrality-1-Meta Network,informationCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-1-Meta Network,inverseClosenessCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-2-Meta Network,inverseClosenessCentrality-2-Meta Network-unscaled,inverseClosenessCentrality-3-Meta Network,inverseClosenessCentrality-3-Meta Network-unscaled,katzCentrality-1-Meta Network,katzCentrality-1-Meta Network-unscaled,katzCentrality-2-Meta Network,katzCentrality-2-Meta Network-unscaled,outDegreeCentrality-1-Meta Network,outDegreeCentrality-1-Meta Network-unscaled,outDegreeCentrality-2-Meta Network,outDegreeCentrality-2-Meta Network-unscaled,outDegreeCentrality-3-Meta Network,outDegreeCentrality-3-Meta Network-unscaled,outDegreeCentrality-4-Meta Network,outDegreeCentrality-4-Meta Network-unscaled,pageRankCentrality-1-Meta Network,pageRankCentrality-2-Meta Network,potentialBoundarySpanner-1-Meta Network,potentialBoundarySpanner-2-Meta Network,radialityCentrality-1-Meta Network,radialityCentrality-1-Meta Network-unscaled,radialityCentrality-2-Meta Network,radialityCentrality-2-Meta Network-unscaled,radialityCentrality-3-Meta Network,radialityCentrality-3-Meta Network-unscaled,totalDegreeCentrality-1-Meta Network,totalDegreeCentrality-1-Meta Network-unscaled,totalDegreeCentrality-2-Meta Network,totalDegreeCentrality-2-Meta Network-unscaled,totalDegreeCentrality-3-Meta Network,totalDegreeCentrality-3-Meta Network-unscaled,totalDegreeCentrality-4-Meta Network,totalDegreeCentrality-4-Meta Network-unscaled,
1636,1636,0,0,0,0,1.593e-05,259.706,1.593e-05,259.706,6.365e-06,51.878,1.043e-05,0.012,0,0.019,2.523e-04,0,2.523e-04,0,2.549e-06,0,0.008,0.005,4.579e-06,3.238e-06,7,7,7,0.018,0.002,2.673e-06,1.890e-06,0,0,0.591,2.733e-04,0.993,2.476e-04,0,0,0,0,2.099e-05,0,2.099e-05,0,0,0,0.016,63,0.016,63,1.847e-04,778,0.041,164,0.068,275.591,0.068,275.591,0.266,1075.422,3.119e-04,3.937,0.008,33.893,0.008,33.893,0.266,1075.421,0.176,0.222,0.014,0.019,0.003,14,0.003,14,1.847e-04,778,0.041,164,3.543e-04,1.696e-04,1.953e-05,0,0.019,306714,0.019,306714,0.907,15426808832.000,0.010,77,0.010,77,1.847e-04,778,0.041,164,
1637,1637,4.420e-06,3.125e-06,1.815e-06,1.283e-06,3.666e-04,5976.266,3.666e-04,5976.266,1.502e-04,1224.135,1.809e-05,0.021,1.688e-06,0.073,3.779e-04,0,3.779e-04,0,2.549e-06,0,0.073,0.052,6.636e-05,4.692e-05,13,13,7,0.018,0.004,1.936e-05,1.369e-05,1.815e-06,1.283e-06,0.615,2.843e-04,0.993,2.477e-04,1.815e-06,1.283e-06,1.815e-06,1.283e-06,2.101e-05,0,2.101e-05,0,0,0,0.019,76,0.019,76,6.075e-04,2559,0.089,358,0.084,337.307,0.084,337.307,0.326,1314.870,3.504e-04,4.423,0.083,333.152,0.083,333.152,0.326,1314.869,0.225,0.283,0.052,0.073,0.006,23,0.006,23,6.075e-04,2559,0.089,358,2.270e-04,5.437e-04,3.496e-04,3.868e-06,0.345,5623036,0.345,5623036,0.907,15426811904.000,0.012,99,0.012,99,6.075e-04,2559,0.089,358,
1638,1638,0,0,0,0,3.875e-06,63.172,3.875e-06,63.172,3.643e-05,296.922,6.779e-06,0.008,0,0.016,2.524e-04,0,2.524e-04,0,2.549e-06,0,0.006,0.005,3.154e-06,2.230e-06,7,7,7,0.020,0.013,2.066e-06,1.461e-06,0,0,0.537,2.483e-04,0.993,2.475e-04,0,0,0,0,2.095e-05,0,2.095e-05,0,0,0,0.006,25,0.006,25,1.531e-04,645,0.044,179,0.059,236.711,0.059,236.711,0.275,1108.855,2.697e-04,3.405,0.008,31.476,0.008,31.476,0.275,1108.855,0.069,0.086,0.011,0.016,0.002,9,0.002,9,1.531e-04,645,0.044,179,1.421e-04,1.413e-04,1.076e-05,3.723e-06,0.019,310744,0.019,310744,0.907,15426808832.000,0.004,34,0.004,34,1.531e-04,645,0.044,179,
1639,1639,3.055e-06,2.160e-06,3.420e-06,2.418e-06,0.002,27616.797,0.002,27616.797,1.753e-04,1428.922,2.117e-05,0.025,1.821e-06,0.079,3.777e-04,0,3.777e-04,0,2.549e-06,0,0.063,0.045,9.008e-05,6.369e-05,12,12,7,0.033,0.005,1.553e-05,1.098e-05,3.420e-06,2.418e-06,0.578,2.674e-04,0.993,2.477e-04,3.420e-06,2.418e-06,3.420e-06,2.418e-06,2.101e-05,0,2.101e-05,0,0,0,0.013,51,0.013,51,6.542e-04,2756,0.091,368,0.079,319.744,0.079,319.744,0.319,1286.336,3.606e-04,4.552,0.085,345.043,0.085,345.043,0.319,1286.336,0.157,0.197,0.056,0.079,0.007,27,0.007,27,6.542e-04,2756,0.091,368,1.935e-04,5.850e-04,0.002,4.193e-06,0.345,5619517,0.345,5619517,0.907,15426811904.000,0.010,78,0.010,78,6.542e-04,2756,0.091,368,
1640,1640,0,0,0,0,0,1.177,0,1.177,6.295e-05,513.122,1.471e-06,0.002,0,0.002,2.526e-04,0,2.526e-04,0,2.549e-06,0,0.004,0.003,0,0,7,7,7,0.022,0.316,1.536e-06,0,0,0,0.512,2.368e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.001,6,0.001,6,1.757e-05,74,0.017,69,0.005,18.614,0.005,18.614,0.292,1180.686,1.161e-04,1.465,0.005,21.726,0.005,21.726,0.292,1180.686,0.015,0.019,0.001,0.002,4.953e-04,2,4.953e-04,2,1.757e-05,74,0.017,69,8.981e-05,1.639e-05,0,5.607e-05,0.020,322780,0.020,322780,0.907,15426809856.000,9.906e-04,8,9.906e-04,8,1.757e-05,74,0.017,69,
1641,1641,0,0,0,0,4.774e-06,77.819,4.774e-06,77.819,1.847e-04,1505.691,2.200e-06,0.003,0,0.002,2.486e-04,0,2.486e-04,0,2.549e-06,0,0.006,0.004,1.151e-05,8.141e-06,4,4,7,0.099,0.184,2.517e-06,1.780e-06,0,0,0.518,2.396e-04,0.993,2.475e-04,0,0,0,0,2.082e-05,0,2.082e-05,0,0,0,0.003,11,0.003,11,1.519e-05,64,0.011,45,0.027,107.265,0.027,107.265,0.303,1222.536,1.536e-04,1.938,0.002,8.417,0.002,8.417,0.303,1222.536,0.028,0.035,0.001,0.002,7.429e-04,3,7.429e-04,3,1.519e-05,64,0.011,45,1.301e-04,1.535e-05,3.219e-05,1.903e-04,0.004,68621,0.004,68621,0.907,15426810880.000,0.002,14,0.002,14,1.519e-05,64,0.011,45,
1642,1642,0,0,0,0,0.003,51974.156,0.003,51974.156,0.010,84715.219,1.593e-05,0.019,0,0.008,3.168e-04,0,3.168e-04,0,2.549e-06,0,0.005,0.004,1.524e-06,0,8,8,7,0.177,0.187,3.200e-06,2.263e-06,0,0,0.517,2.391e-04,0.993,2.475e-04,0,0,0,0,2.093e-05,0,2.093e-05,0,0,0,0.002,10,0.002,10,7.216e-05,304,0.047,189,0.045,180.467,0.045,180.467,0.342,1381.403,3.326e-04,4.198,0.106,429.818,0.106,429.818,0.342,1381.402,0.026,0.032,0.005,0.008,0.004,18,0.004,18,7.216e-05,304,0.047,189,1.895e-04,7.665e-05,0.011,0.002,0.219,3564519,0.219,3564519,0.907,15426811904.000,0.003,28,0.003,28,7.216e-05,304,0.047,189,
1643,1643,4.142e-06,2.929e-06,2.175e-06,1.538e-06,3.766e-05,613.836,3.766e-05,613.836,9.322e-05,759.768,2.300e-05,0.027,2.269e-06,0.099,3.162e-04,0,3.162e-04,0,2.549e-06,0,0.076,0.054,7.543e-05,5.334e-05,5,5,7,0.009,0.001,2.017e-05,1.426e-05,2.175e-06,1.538e-06,0.611,2.827e-04,0.994,2.477e-04,2.175e-06,1.538e-06,2.175e-06,1.538e-06,2.101e-05,0,2.101e-05,0,0,0,0.018,71,0.018,71,8.102e-04,3413,0.085,345,0.085,342.085,0.085,342.085,0.325,1311.086,3.649e-04,4.606,0.066,268.133,0.066,268.133,0.325,1311.086,0.222,0.279,0.070,0.099,0.007,29,0.007,29,8.102e-04,3413,0.085,345,2.289e-04,7.251e-04,3.555e-05,1.800e-06,0.217,3539038,0.217,3539038,0.907,15426811904.000,0.012,100,0.012,100,8.102e-04,3413,0.085,345,
1644,1644,2.413e-06,1.706e-06,0,0,1.480e-05,241.270,1.480e-05,241.270,1.225e-04,998.723,1.575e-05,0.018,1.393e-06,0.061,2.552e-04,0,2.552e-04,0,2.549e-06,0,0.051,0.036,5.141e-05,3.635e-05,5,5,7,0.024,0.005,1.154e-05,8.162e-06,0,0,0.572,2.646e-04,0.993,2.476e-04,0,0,0,0,2.101e-05,0,2.101e-05,0,0,0,0.012,49,0.012,49,4.961e-04,2090,0.076,307,0.080,322.170,0.080,322.170,0.313,1265.070,3.405e-04,4.299,0.015,62.367,0.015,62.367,0.313,1265.069,0.142,0.178,0.043,0.061,0.005,20,0.005,20,4.961e-04,2090,0.076,307,1.682e-04,4.437e-04,2.025e-05,3.864e-06,0.030,488437,0.030,488437,0.907,15426810880.000,0.009,69,0.009,69,4.961e-04,2090,0.076,307,
1645,1645,0,0,0,0,3.377e-05,550.521,3.377e-05,550.521,6.127e-05,499.433,1.253e-05,0.015,0,0.015,2.544e-04,0,2.544e-04,0,2.549e-06,0,0.008,0.005,5.262e-06,3.721e-06,8,8,7,0.038,0.014,3.396e-06,2.401e-06,0,0,0.556,2.571e-04,0.993,2.475e-04,0,0,0,0,2.097e-05,0,2.097e-05,0,0,0,0.010,39,0.010,39,1.429e-04,602,0.041,164,0.068,273.743,0.068,273.743,0.311,1257.836,3.281e-04,4.142,0.010,42.102,0.010,42.102,0.311,1257.836,0.107,0.135,0.011,0.015,0.004,17,0.004,17,1.429e-04,602,0.041,164,3.963e-04,1.308e-04,5.693e-05,6.709e-06,0.027,439855,0.027,439855,0.907,15426810880.000,0.007,56,0.007,56,1.429e-04,602,0.041,164,
1646,1646,0,0,0,0,1.753e-04,2857.306,1.753e-04,2857.306,3.954e-04,3223.180,4.529e-06,0.005,0,0.012,2.563e-04,0,2.563e-04,0,2.549e-06,0,0.011,0.008,1.275e-05,9.016e-06,6,6,7,0.097,0.123,2.507e-06,1.773e-06,0,0,0.520,2.406e-04,0.993,2.475e-04,0,0,0,0,2.102e-05,0,2.102e-05,0,0,0,0.003,12,0.003,12,1.059e-04,446,0.069,278,0.075,300.923,0.075,300.923,0.325,1313.703,2.269e-04,2.864,0.013,53.450,0.013,53.450,0.325,1313.702,0.033,0.042,0.009,0.012,0.001,6,0.001,6,1.059e-04,446,0.069,278,1.442e-04,9.513e-05,9.193e-04,5.844e-05,0.034,552943,0.034,552943,0.907,15426810880.000,0.002,18,0.002,18,1.059e-04,446,0.069,278,
1647,1647,0,0,0,0,1.104e-05,179.936,1.104e-05,179.936,1.598e-05,130.246,8.949e-06,0.010,0,0.014,2.525e-04,0,2.525e-04,0,2.549e-06,0,0.007,0.005,3.789e-06,2.679e-06,8,8,7,0.014,0.022,2.237e-06,1.581e-06,0,0,0.555,2.568e-04,0.993,2.475e-04,0,0,0,0,2.099e-05,0,2.099e-05,0,0,0,0.009,38,0.009,38,1.325e-04,558,0.034,138,0.065,263.173,0.065,263.173,0.283,1141.398,2.979e-04,3.760,0.008,32.425,0.008,32.425,0.283,1141.398,0.107,0.134,0.010,0.014,0.003,12,0.003,12,1.325e-04,558,0.034,138,2.415e-04,1.212e-04,2.084e-05,1.888e-06,0.019,314751,0.019,314751,0.907,15426809856.000,0.006,50,0.006,50,1.325e-04,558,0.034,138,
1648,1648,0,0,0,0,0,0.493,0,0.493,1.982e-06,16.157,3.690e-06,0.004,0,0.004,2.483e-04,0,2.483e-04,0,2.549e-06,0,0.004,0.003,1.195e-06,0,3,3,8,8.677e-04,0.002,1.725e-06,1.220e-06,0,0,0.530,2.449e-04,0.993,2.475e-04,0,0,0,0,2.087e-05,0,2.087e-05,0,0,0,0.005,20,0.005,20,3.917e-05,165,0.010,42,0.033,134.324,0.033,134.324,0.244,987.051,2.070e-04,2.614,0.002,8.333,0.002,8.333,0.244,987.050,0.052,0.066,0.003,0.004,0.001,5,0.001,5,3.917e-05,165,0.010,42,1.679e-04,3.706e-05,0,0,0.003,48448,0.003,48448,0.907,15426808832.000,0.003,25,0.003,25,3.917e-05,165,0.010,42,
1649,1649,0,0,0,0,1.249e-05,203.588,1.249e-05,203.588,1.365e-04,1112.323,7.535e-06,0.009,0,0.014,2.518e-04,0,2.518e-04,0,2.549e-06,0,0.006,0.004,3.399e-06,2.404e-06,6,6,7,0.028,0.029,1.983e-06,1.402e-06,0,0,0.537,2.484e-04,0.993,2.475e-04,0,0,0,0,2.099e-05,0,2.099e-05,0,0,0,0.006,25,0.006,25,1.379e-04,581,0.049,197,0.062,250.658,0.062,250.658,0.314,1268.903,2.803e-04,3.539,0.008,30.467,0.008,30.467,0.314,1268.902,0.069,0.087,0.010,0.014,0.002,10,0.002,10,1.379e-04,581,0.049,197,1.734e-04,1.269e-04,3.369e-05,1.548e-05,0.017,274451,0.017,274451,0.907,15426810880.000,0.004,35,0.004,35,1.379e-04,581,0.049,197,
1650,1650,0,0,0,0,1.132e-05,184.567,1.132e-05,184.567,6.505e-05,530.234,3.673e-06,0.004,0,0.004,2.506e-04,0,2.506e-04,0,2.549e-06,0,0.006,0.004,1.562e-06,0,8,8,7,0.091,0.085,1.819e-06,1.286e-06,0,0,0.525,2.427e-04,0.993,2.475e-04,0,0,0,0,2.098e-05,0,2.098e-05,0,0,0,0.004,16,0.004,16,3.964e-05,167,0.029,118,0.062,250.399,0.062,250.399,0.305,1231.869,2.071e-04,2.614,0.004,16.408,0.004,16.408,0.305,1231.869,0.043,0.054,0.003,0.004,0.001,5,0.001,5,3.964e-05,167,0.029,118,1.906e-04,3.633e-05,5.090e-05,2.568e-05,0.012,193655,0.012,193655,0.907,15426810880.000,0.003,21,0.003,21,3.964e-05,167,0.029,118,
1651,1651,0,0,0,0,0,0,0,0,3.639e-05,296.574,1.672e-06,0.002,0,0.010,2.530e-04,0,2.530e-04,0,2.549e-06,0,0.008,0.005,1.168e-05,8.261e-06,5,5,7,0,0.152,1.986e-06,1.405e-06,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.073e-05,0,2.073e-05,0,0,0,4.953e-04,2,4.953e-04,2,8.593e-05,362,0.056,226,0.011,43.577,0.011,43.577,0.300,1212.536,1.161e-04,1.465,0.009,37.067,0.009,37.067,0.300,1212.536,0.005,0.006,0.007,0.010,4.953e-04,2,4.953e-04,2,8.593e-05,362,0.056,226,5.748e-05,7.740e-05,0,6.625e-06,0.021,347135,0.021,347135,0.907,15426810880.000,4.953e-04,4,4.953e-04,4,8.593e-05,362,0.056,226,
1652,1652,2.795e-06,1.976e-06,0,0,1.196e-05,194.974,1.196e-05,194.974,8.696e-06,70.875,1.806e-05,0.021,1.715e-06,0.075,2.551e-04,0,2.551e-04,0,2.549e-06,0,0.064,0.045,5.645e-05,3.992e-05,7,7,7,0.014,0.001,1.245e-05,8.801e-06,0,0,0.588,2.717e-04,0.993,2.477e-04,0,0,0,0,2.101e-05,0,2.101e-05,0,0,0,0.014,58,0.014,58,6.131e-04,2583,0.080,322,0.083,333.937,0.083,333.937,0.300,1210.786,3.503e-04,4.423,0.015,61.438,0.015,61.438,0.300,1210.786,0.174,0.218,0.053,0.075,0.006,23,0.006,23,6.131e-04,2583,0.080,322,1.837e-04,5.486e-04,1.394e-05,0,0.029,480342,0.029,480342,0.907,15426810880.000,0.010,81,0.010,81,6.131e-04,2583,0.080,322,
1653,1653,2.626e-06,1.857e-06,1.849e-06,1.307e-06,2.502e-06,40.794,2.502e-06,40.794,2.346e-04,1912.422,1.638e-05,0.019,1.821e-06,0.079,2.540e-04,0,2.540e-04,0,2.549e-06,0,0.058,0.041,6.755e-05,4.776e-05,5,5,7,0.007,0.001,1.233e-05,8.721e-06,1.849e-06,1.307e-06,0.580,2.682e-04,0.993,2.477e-04,1.849e-06,1.307e-06,1.849e-06,1.307e-06,2.101e-05,0,2.101e-05,0,0,0,0.013,53,0.013,53,6.521e-04,2747,0.080,323,0.079,320.580,0.079,320.580,0.332,1341.737,3.441e-04,4.343,0.014,55.100,0.014,55.100,0.332,1341.736,0.159,0.200,0.056,0.079,0.005,21,0.005,21,6.521e-04,2747,0.080,323,1.731e-04,5.840e-04,3.192e-06,5.630e-06,0.025,411750,0.025,411750,0.907,15426811904.000,0.009,74,0.009,74,6.521e-04,2747,0.080,323,
1654,1654,0,0,0,0,0,13.835,0,13.835,1.123e-05,91.557,1.456e-06,0.002,0,9.808e-04,2.481e-04,0,2.481e-04,0,2.549e-06,0,0.005,0.003,0,0,4,4,7,0.024,0.547,1.654e-06,0,0,0,0.511,2.364e-04,0.993,2.475e-04,0,0,0,0,2.096e-05,0,2.096e-05,0,0,0,0.001,5,0.001,5,9.258e-06,39,0.009,35,0.057,228.726,0.057,228.726,0.288,1163.436,1.161e-04,1.465,0.001,4.083,0.001,4.083,0.288,1163.436,0.014,0.017,6.975e-04,9.808e-04,4.953e-04,2,4.953e-04,2,9.258e-06,39,0.009,35,1.120e-04,8.547e-06,1.145e-05,1.898e-05,0.002,32292,0.002,32292,0.907,15426809856.000,8.668e-04,7,8.668e-04,7,9.258e-06,39,0.009,35,
1655,1655,0,0,0,0,5.016e-06,81.763,5.016e-06,81.763,1.846e-06,15.045,8.169e-06,0.010,0,0.012,2.523e-04,0,2.523e-04,0,2.549e-06,0,0.007,0.005,3.502e-06,2.476e-06,8,8,7,0.011,0.022,2.296e-06,1.624e-06,0,0,0.565,2.612e-04,0.993,2.475e-04,0,0,0,0,2.099e-05,0,2.099e-05,0,0,0,0.011,45,0.011,45,1.111e-04,468,0.026,107,0.064,257.258,0.064,257.258,0.252,1015.932,2.896e-04,3.656,0.007,28.375,0.007,28.375,0.252,1015.931,0.126,0.158,0.008,0.012,0.003,11,0.003,11,1.111e-04,468,0.026,107,2.522e-04,1.015e-04,8.455e-06,0,0.019,302624,0.019,302624,0.907,15426808832.000,0.007,56,0.007,56,1.111e-04,468,0.026,107,
1656,1656,0,0,3.127e-06,2.211e-06,0.009,153656.031,0.009,153656.031,0.018,146324.469,1.516e-05,0.018,0,0.008,4.171e-04,0,4.171e-04,0,2.549e-06,0,0.007,0.005,4.307e-05,3.046e-05,7,7,7,0.164,0.269,4.189e-06,2.962e-06,3.127e-06,2.211e-06,0.526,2.432e-04,0.993,2.475e-04,3.127e-06,2.211e-06,3.127e-06,2.211e-06,2.098e-05,0,2.098e-05,0,0,0,0.004,17,0.004,17,7.169e-05,302,0.045,183,0.056,226.454,0.056,226.454,0.357,1443.336,3.281e-04,4.141,0.156,631.026,0.156,631.026,0.357,1443.336,0.045,0.056,0.005,0.008,0.004,17,0.004,17,7.169e-05,302,0.045,183,1.639e-04,7.219e-05,0.026,0.004,0.406,6627215,0.406,6627215,0.907,15426812928.000,0.004,34,0.004,34,7.169e-05,302,0.045,183,
1657,1657,0,0,0,0,0,0,0,0,0,2.366,1.456e-06,0.002,0,4.771e-04,2.477e-04,0,2.477e-04,0,2.549e-06,0,0.004,0.003,0,0,1,1,7,0,0.018,1.529e-06,0,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,7.429e-04,3,7.429e-04,3,4.273e-06,18,0.003,14,9.906e-04,4,9.906e-04,4,0.288,1164.336,1.161e-04,1.465,4.953e-04,2,4.953e-04,2,0.288,1164.336,0.008,0.010,3.393e-04,4.771e-04,4.953e-04,2,4.953e-04,2,4.273e-06,18,0.003,14,8.062e-05,3.909e-06,0,0,4.953e-04,8076,4.953e-04,8076,0.907,15426810880.000,6.191e-04,5,6.191e-04,5,4.273e-06,18,0.003,14,
1658,1658,0,0,0,0,1.418e-05,231.149,1.418e-05,231.149,4.267e-04,3477.887,4.446e-06,0.005,0,0.009,2.506e-04,0,2.506e-04,0,2.549e-06,0,0.011,0.007,6.402e-06,4.527e-06,5,5,7,0.084,0.109,2.745e-06,1.941e-06,0,0,0.522,2.412e-04,0.993,2.475e-04,0,0,0,0,2.100e-05,0,2.100e-05,0,0,0,0.003,13,0.003,13,7.691e-05,324,0.059,240,0.074,297.954,0.074,297.954,0.331,1334.653,2.269e-04,2.864,0.006,22.533,0.006,22.533,0.331,1334.652,0.037,0.046,0.006,0.009,0.001,6,0.001,6,7.691e-05,324,0.059,240,1.512e-04,6.968e-05,7.045e-05,8.680e-05,0.012,197785,0.012,197785,0.907,15426810880.000,0.002,19,0.002,19,7.691e-05,324,0.059,240,
1659,1659,3.436e-06,2.429e-06,1.788e-06,1.264e-06,5.859e-06,95.506,5.859e-06,95.506,3.984e-04,3247.505,1.719e-05,0.020,1.694e-06,0.074,2.546e-04,0,2.546e-04,0,2.549e-06,0,0.063,0.044,6.603e-05,4.669e-05,5,5,7,0.008,0.002,1.512e-05,1.069e-05,1.788e-06,1.264e-06,0.590,2.730e-04,0.993,2.477e-04,1.788e-06,1.264e-06,1.788e-06,1.264e-06,2.101e-05,0,2.101e-05,0,0,0,0.015,60,0.015,60,6.096e-04,2568,0.086,349,0.081,327.314,0.081,327.314,0.339,1367.487,3.473e-04,4.384,0.015,59.400,0.015,59.400,0.339,1367.486,0.179,0.225,0.052,0.074,0.005,22,0.005,22,6.096e-04,2568,0.086,349,1.714e-04,5.457e-04,6.745e-06,1.023e-05,0.027,448079,0.027,448079,0.907,15426811904.000,0.010,82,0.010,82,6.096e-04,2568,0.086,349,
1660,1660,0,0,0,0,1.671e-05,272.363,1.671e-05,272.363,4.239e-06,34.551,2.961e-06,0.003,0,0.002,2.484e-04,0,2.484e-04,0,2.549e-06,0,0.008,0.005,0,0,3,3,7,0.050,0.129,2.241e-06,1.585e-06,0,0,0.530,2.452e-04,0.993,2.475e-04,0,0,0,0,2.097e-05,0,2.097e-05,0,0,0,0.005,20,0.005,20,2.303e-05,97,0.011,43,0.064,258.377,0.064,258.377,0.276,1114.436,1.833e-04,2.314,0.002,8.333,0.002,8.333,0.276,1114.436,0.054,0.068,0.002,0.002,9.906e-04,4,9.906e-04,4,2.303e-05,97,0.011,43,3.011e-04,2.105e-05,6.572e-05,2.880e-06,0.003,56518,0.003,56518,0.907,15426809856.000,0.003,24,0.003,24,2.303e-05,97,0.011,43,
1661,1661,0,0,0,0,1.286e-04,2096.157,1.286e-04,2096.157,4.636e-05,377.853,1.420e-05,0.017,0,0.026,2.523e-04,0,2.523e-04,0,2.549e-06,0,0.009,0.006,5.921e-06,4.187e-06,7,7,7,0.032,0.007,2.760e-06,1.951e-06,0,0,0.587,2.716e-04,0.993,2.476e-04,0,0,0,0,2.102e-05,0,2.102e-05,0,0,0,0.015,61,0.015,61,2.533e-04,1067,0.051,205,0.079,317.383,0.079,317.383,0.291,1175.469,3.368e-04,4.251,0.009,37.143,0.009,37.143,0.291,1175.469,0.169,0.212,0.019,0.026,0.005,19,0.005,19,2.533e-04,1067,0.051,205,3.415e-04,2.326e-04,1.517e-04,2.864e-06,0.019,306724,0.019,306724,0.907,15426809856.000,0.010,80,0.010,80,2.533e-04,1067,0.051,205,
1662,1662,5.731e-06,4.053e-06,2.559e-06,1.809e-06,1.661e-05,270.837,1.661e-05,270.837,1.309e-04,1067.151,2.828e-05,0.033,2.949e-06,0.128,2.550e-04,0,2.550e-04,0,2.549e-06,0,0.099,0.070,8.182e-05,5.786e-05,6,6,7,0.008,4.468e-04,2.533e-05,1.791e-05,2.559e-06,1.809e-06,0.675,3.120e-04,0.994,2.478e-04,2.559e-06,1.809e-06,2.559e-06,1.809e-06,2.101e-05,0,2.101e-05,0,0,0,0.027,110,0.027,110,0.001,4446,0.086,349,0.089,360.037,0.089,360.037,0.328,1325.537,3.765e-04,4.753,0.017,69.683,0.017,69.683,0.328,1325.536,0.333,0.419,0.091,0.128,0.009,36,0.009,36,0.001,4446,0.086,349,2.762e-04,9.447e-04,1.074e-05,1.941e-06,0.029,472309,0.029,472309,0.907,15426811904.000,0.018,146,0.018,146,0.001,4446,0.086,349,
1663,1663,8.695e-06,6.148e-06,7.996e-06,5.654e-06,0.004,64293.953,0.004,64293.953,6.412e-04,5226.100,4.926e-05,0.058,4.419e-06,0.192,3.158e-04,0,3.158e-04,0,2.549e-06,0,0.140,0.099,1.645e-04,1.163e-04,4,4,7,0.015,0.002,7.871e-05,5.565e-05,7.996e-06,5.654e-06,0.790,3.651e-04,0.994,2.479e-04,7.996e-06,5.654e-06,7.996e-06,5.654e-06,2.101e-05,0,2.101e-05,0,0,0,0.043,172,0.043,172,0.002,6661,0.099,398,0.099,401.612,0.099,401.612,0.342,1381.753,3.990e-04,5.037,0.088,356.500,0.088,356.500,0.342,1381.752,0.511,0.642,0.137,0.192,0.016,63,0.016,63,0.002,6661,0.099,398,4.286e-04,0.001,0.002,6.345e-06,0.216,3523691,0.216,3523691,0.907,15426811904.000,0.029,235,0.029,235,0.002,6661,0.099,398,
